Tipo,Número,Ano,Arquivo,oss,unidade,municipio,endereco,bairro,tipo,cnes,cnpj
Termo Aditivo 01/2019,1,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Hospital Geral Henrique Altimeyer de Vila Alpina (Hospital Estadual de Vila Alpina),São Paulo,"Avenida Francisco Falconi, 1501",Vila Alpina,Hospitais,2077426,61.687.356/0003-00
Termo Aditivo 02/2019,2,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Hospital Geral Henrique Altimeyer de Vila Alpina (Hospital Estadual de Vila Alpina),São Paulo,"Avenida Francisco Falconi, 1501",Vila Alpina,Hospitais,2077426,61.687.356/0003-00
Termo Aditivo 03/2019,3,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Hospital Geral Henrique Altimeyer de Vila Alpina (Hospital Estadual de Vila Alpina),São Paulo,"Avenida Francisco Falconi, 1501",Vila Alpina,Hospitais,2077426,61.687.356/0003-00
Termo Aditivo 04/2019,4,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Hospital Geral Henrique Altimeyer de Vila Alpina (Hospital Estadual de Vila Alpina),São Paulo,"Avenida Francisco Falconi, 1501",Vila Alpina,Hospitais,2077426,61.687.356/0003-00
Termo Aditivo 01/2019,1,2019,Visualizar,Casa de Saúde Santa Marcelina,Hospital Geral Santa Marcelina do Itaim Paulista(Hospital Geral do Itaim Paulista),São Paulo,"Avenida Marechal Tito, 6035",Itaim Paulista,Hospitais,2077620,60.742.616/0006-74
Termo Aditivo 02/2019,2,2019,Visualizar,Casa de Saúde Santa Marcelina,Hospital Geral Santa Marcelina do Itaim Paulista(Hospital Geral do Itaim Paulista),São Paulo,"Avenida Marechal Tito, 6035",Itaim Paulista,Hospitais,2077620,60.742.616/0006-74
Termo Aditivo 03/2019,3,2019,Visualizar,Casa de Saúde Santa Marcelina,Hospital Geral Santa Marcelina do Itaim Paulista(Hospital Geral do Itaim Paulista),São Paulo,"Avenida Marechal Tito, 6035",Itaim Paulista,Hospitais,2077620,60.742.616/0006-74
Termo Aditivo 04/2019,4,2019,Visualizar,Casa de Saúde Santa Marcelina,Hospital Geral Santa Marcelina do Itaim Paulista(Hospital Geral do Itaim Paulista),São Paulo,"Avenida Marechal Tito, 6035",Itaim Paulista,Hospitais,2077620,60.742.616/0006-74
Termo Aditivo 01/2019,1,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Hospital Regional de Cotia(Hospital Regional de Cotia),Cotia,"Av. Dr Odair Pacheco Pedroso, 171",Jd Monte Santo,Hospitais,2792141,61.687.356/0021-83
Termo Aditivo 02/2019,2,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Hospital Regional de Cotia(Hospital Regional de Cotia),Cotia,"Av. Dr Odair Pacheco Pedroso, 171",Jd Monte Santo,Hospitais,2792141,61.687.356/0021-83
Termo Aditivo 03/2019,3,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Hospital Regional de Cotia(Hospital Regional de Cotia),Cotia,"Av. Dr Odair Pacheco Pedroso, 171",Jd Monte Santo,Hospitais,2792141,61.687.356/0021-83
Termo Aditivo 04/2019,4,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Hospital Regional de Cotia(Hospital Regional de Cotia),Cotia,"Av. Dr Odair Pacheco Pedroso, 171",Jd Monte Santo,Hospitais,2792141,61.687.356/0021-83
Termo Aditivo 01/2019,1,2019,Visualizar,Instituto Sócrates Guanaes - ISG,Hospital Regional de Itanhaém(Hospital Regional de Itanhaém),Itanhaém,"Av. Rui Barbosa, 541",Centro,Hospitais,2087804,57.740.490/0002-60
Termo Aditivo 02/2019,2,2019,Visualizar,Instituto Sócrates Guanaes - ISG,Hospital Regional de Itanhaém(Hospital Regional de Itanhaém),Itanhaém,"Av. Rui Barbosa, 541",Centro,Hospitais,2087804,57.740.490/0002-60
Termo Aditivo 03/2019,3,2019,Visualizar,Instituto Sócrates Guanaes - ISG,Hospital Regional de Itanhaém(Hospital Regional de Itanhaém),Itanhaém,"Av. Rui Barbosa, 541",Centro,Hospitais,2087804,57.740.490/0002-60
Contrato de Gestão 2019,-,2019,Visualizar,Instituto de Responsabilidade Social Sírio Libanês,Hospital Regional de Jundiaí(Hospital Regional de Jundiaí),Jundiaí,"Av. Professor Luis Rosa, SN",Vila Argos Velha,Hospitais,7573162,
Termo Aditivo 01/2019,1,2019,Visualizar,Instituto de Responsabilidade Social Sírio Libanês,Hospital Regional de Jundiaí(Hospital Regional de Jundiaí),Jundiaí,"Av. Professor Luis Rosa, SN",Vila Argos Velha,Hospitais,7573162,
Termo Aditivo 01/2019 (Contrato de Gestão 2019),1,2019,Visualizar,Instituto de Responsabilidade Social Sírio Libanês,Hospital Regional de Jundiaí(Hospital Regional de Jundiaí),Jundiaí,"Av. Professor Luis Rosa, SN",Vila Argos Velha,Hospitais,7573162,
Termo Aditivo 02/2019,2,2019,Visualizar,Instituto de Responsabilidade Social Sírio Libanês,Hospital Regional de Jundiaí(Hospital Regional de Jundiaí),Jundiaí,"Av. Professor Luis Rosa, SN",Vila Argos Velha,Hospitais,7573162,
Termo Aditivo 01/2019,1,2019,Visualizar,Instituto Sócrates Guanaes - ISG,"Hospital Regional de Registro ""Dr. Sergio Aluísio Homem Torres""(Hospital Regional de Registro)",Registro,"Rodovia Regis Bittencourt, KM 449",Registro,Hospitais,9556095,
Termo Aditivo 02/2019,2,2019,Visualizar,Instituto Sócrates Guanaes - ISG,"Hospital Regional de Registro ""Dr. Sergio Aluísio Homem Torres""(Hospital Regional de Registro)",Registro,"Rodovia Regis Bittencourt, KM 449",Registro,Hospitais,9556095,
Termo Aditivo 03/2019,3,2019,Visualizar,Instituto Sócrates Guanaes - ISG,"Hospital Regional de Registro ""Dr. Sergio Aluísio Homem Torres""(Hospital Regional de Registro)",Registro,"Rodovia Regis Bittencourt, KM 449",Registro,Hospitais,9556095,
Termo Aditivo 04/2019,4,2019,Visualizar,Instituto Sócrates Guanaes - ISG,"Hospital Regional de Registro ""Dr. Sergio Aluísio Homem Torres""(Hospital Regional de Registro)",Registro,"Rodovia Regis Bittencourt, KM 449",Registro,Hospitais,9556095,
Termo Aditivo 01/2019,1,2019,Visualizar,Instituto Sócrates Guanaes - ISG,Hospital Regional de São José dos Campos(Hospital Regional de São José dos Campos),São Jose dos Campos,"Avenida Fortaleza, SN",Parque Industrial,Hospitais,9491252,
Termo Aditivo 02/2019,2,2019,Visualizar,Instituto Sócrates Guanaes - ISG,Hospital Regional de São José dos Campos(Hospital Regional de São José dos Campos),São Jose dos Campos,"Avenida Fortaleza, SN",Parque Industrial,Hospitais,9491252,
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Hospital Regional de Sorocaba(Hospital Regional de Sorocaba),Sorocaba,"Rodovia Raposo Tavares, SN",Parque Reseva Fazenda Imperial,Hospitais,9491112,
Termo Aditivo 02/2019,2,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Hospital Regional de Sorocaba(Hospital Regional de Sorocaba),Sorocaba,"Rodovia Raposo Tavares, SN",Parque Reseva Fazenda Imperial,Hospitais,9491112,
Termo Aditivo 03/2019,3,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Hospital Regional de Sorocaba(Hospital Regional de Sorocaba),Sorocaba,"Rodovia Raposo Tavares, SN",Parque Reseva Fazenda Imperial,Hospitais,9491112,
Termo Aditivo 04/2019,4,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Hospital Regional de Sorocaba(Hospital Regional de Sorocaba),Sorocaba,"Rodovia Raposo Tavares, SN",Parque Reseva Fazenda Imperial,Hospitais,9491112,
Contrato de Gestão 2019,-,2019,Visualizar,Instituto Sócrates Guanaes - ISG,Hospital Regional do Litoral Norte(Hospital Regional do Litoral Norte),São Paulo,"Rodovia SP 055 -  Dr. Hipólito Rego, km 05",Caraguatatuba,Hospitais,,
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Lar São Francisco de Assis na Providência de Deus ,Hospital Regional Porto Primavera(Hospital Regional Porto Primavera),Rosana,"Avenida dos Barrageiros,  sem no -  Quadra 36",Distrito de Rosana,Hospitais,2750546,53.221.255/0028-60
Termo Aditivo 02/2019,2,2019,Visualizar,Associação Lar São Francisco de Assis na Providência de Deus ,Hospital Regional Porto Primavera(Hospital Regional Porto Primavera),Rosana,"Avenida dos Barrageiros,  sem no -  Quadra 36",Distrito de Rosana,Hospitais,2750546,53.221.255/0028-60
Termo Aditivo 03/2019,3,2019,Visualizar,Associação Lar São Francisco de Assis na Providência de Deus ,Hospital Regional Porto Primavera(Hospital Regional Porto Primavera),Rosana,"Avenida dos Barrageiros,  sem no -  Quadra 36",Distrito de Rosana,Hospitais,2750546,53.221.255/0028-60
Contrato de Gestão 2019,-,2019,Visualizar,Fundação do ABC,Instituto de Infectologia Emilio Ribas II - Baixada Santista(Inst Infecto Emilio Ribas II - Baixada Santista),Guarujá,"Rua Sao Miguel, SN",Sitio Paecara - Vicente de Carvalho,Hospitais,7544529,
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação do ABC,Instituto de Infectologia Emilio Ribas II - Baixada Santista(Inst Infecto Emilio Ribas II - Baixada Santista),Guarujá,"Rua Sao Miguel, SN",Sitio Paecara - Vicente de Carvalho,Hospitais,7544529,
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação do ABC,Instituto de Infectologia Emilio Ribas II - Baixada Santista(Inst Infecto Emilio Ribas II - Baixada Santista),Guarujá,"Rua Sao Miguel, SN",Sitio Paecara - Vicente de Carvalho,Hospitais,7544529,
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação Faculdade de Medicina,Instituto de Reabilitação Lucy Montoro(Instituto de Reabilitação Lucy Montoro),São Paulo,"Rua Jandiatuba, 200",Vila Andrade,Hospitais,5451612,56.577.059/0010-92
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação Faculdade de Medicina,Instituto de Reabilitação Lucy Montoro(Instituto de Reabilitação Lucy Montoro),São Paulo,"Rua Jandiatuba, 200",Vila Andrade,Hospitais,5451612,56.577.059/0010-92
Termo Aditivo 03/2019,3,2019,Visualizar,Fundação Faculdade de Medicina,Instituto de Reabilitação Lucy Montoro(Instituto de Reabilitação Lucy Montoro),São Paulo,"Rua Jandiatuba, 200",Vila Andrade,Hospitais,5451612,56.577.059/0010-92
Termo Aditivo 04/2019,4,2019,Visualizar,Fundação Faculdade de Medicina,Instituto de Reabilitação Lucy Montoro(Instituto de Reabilitação Lucy Montoro),São Paulo,"Rua Jandiatuba, 200",Vila Andrade,Hospitais,5451612,56.577.059/0010-92
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Maternidade Santa Isabel(Maternidade Santa Isabel),Bauru,"Rua Araújo Leite, 2627",Santa Tereza,Hospitais,2790580,48.374.680/0002-10
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Maternidade Santa Isabel(Maternidade Santa Isabel),Bauru,"Rua Araújo Leite, 2627",Santa Tereza,Hospitais,2790580,48.374.680/0002-10
Termo Aditivo 01/2019,1,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Pólo de Atenção Intensiva em Saúde Mental da Baixada Santista - PAI Baixada Santista (PAI Baixada Santista),Santos,"Rua Doutor Oswaldo Cruz, 197",Boqueirão,Hospitais,2079720,60.598.448/0007-76
Contrato de Gestão 2019,-,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Pólo de Atenção Intensiva em Saúde Mental da Baixada Santista - PAI Baixada Santista (PAI Baixada Santista),Santos,"Rua Doutor Oswaldo Cruz, 197",Boqueirão,Hospitais,2079720,60.598.448/0007-76
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Pólo de Atenção Intensiva em Saúde Mental da Zona Norte - PAI Zona Norte(PAI Zona Norte),São Paulo,"Rua Voluntários da Pátria, 4301",Mandaqui,Hospitais,2077574,60.922.168/0032-82
Contrato de Gestão 2019,-,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Unidade  Recomeço Helvetia(Unidade  Recomeço Helvetia),São Paulo,"Rua Helvetia, 55",Campos Elíseos,Hospitais,,
Contrato de Gestão 2019,-,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório de Especialidades Dr. Geraldo de Paulo Bourroul(AME Geraldo Bourroul),São Paulo,"Rua Martins Fontes, 208",Centro,AME,2069008,62.779.145/0001-90
Termo Aditivo 01/2019,1,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório de Especialidades Dr. Geraldo de Paulo Bourroul(AME Geraldo Bourroul),São Paulo,"Rua Martins Fontes, 208",Centro,AME,2069008,62.779.145/0001-90
Termo Aditivo 02/2019,2,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório de Especialidades Dr. Geraldo de Paulo Bourroul(AME Geraldo Bourroul),São Paulo,"Rua Martins Fontes, 208",Centro,AME,2069008,62.779.145/0001-90
Termo Aditivo 03/2019,3,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório de Especialidades Dr. Geraldo de Paulo Bourroul(AME Geraldo Bourroul),São Paulo,"Rua Martins Fontes, 208",Centro,AME,2069008,62.779.145/0001-90
Termo de Distrato Contratual 2019,0,2019,Visualizar,Casa de Saúde Santa Marcelina,Ambulatório Estadual de Especialidades Médicas da Zona Leste(AME Zona Leste),São Paulo,"Rua Maruins, 15",Itaquera,AME,,60.742.616/0014-84
Termo Aditivo 01/2019,1,2019,Visualizar,Casa de Saúde Santa Marcelina,Ambulatório Estadual de Especialidades Médicas da Zona Leste(AME Zona Leste),São Paulo,"Rua Maruins, 15",Itaquera,AME,,60.742.616/0014-84
Termo Aditivo 02/2019,2,2019,Visualizar,Casa de Saúde Santa Marcelina,Ambulatório Estadual de Especialidades Médicas da Zona Leste(AME Zona Leste),São Paulo,"Rua Maruins, 15",Itaquera,AME,,60.742.616/0014-84
Contrato de Gestão 2019,-,2019,Visualizar,Santa Casa de Misericórdia de Votuporanga,Ambulatório Médico de Especialidades Avelino Fernandes(AME Jales),Jales,"Rua Sete, 2720",Centro,AME,6365213,72.957.814/0001-20
Termo Aditivo 01/2019,1,2019,Visualizar,Santa Casa de Misericórdia de Votuporanga,Ambulatório Médico de Especialidades Avelino Fernandes(AME Jales),Jales,"Rua Sete, 2720",Centro,AME,6365213,72.957.814/0001-20
Termo Aditivo 01/2019 (Contrato de Gestão 2019),1,2019,Visualizar,Santa Casa de Misericórdia de Votuporanga,Ambulatório Médico de Especialidades Avelino Fernandes(AME Jales),Jales,"Rua Sete, 2720",Centro,AME,6365213,72.957.814/0001-20
Termo Aditivo 02/2019,2,2019,Visualizar,Santa Casa de Misericórdia de Votuporanga,Ambulatório Médico de Especialidades Avelino Fernandes(AME Jales),Jales,"Rua Sete, 2720",Centro,AME,6365213,72.957.814/0001-20
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Ambulatório Médico de Especialidades Bauru(AME Bauru),Bauru,Rua Rubens Arruda S/N,Centro,AME,6359620,
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação para o Desenvolvimento Médico-Hospitalar - FAMESP,Ambulatório Médico de Especialidades Bauru(AME Bauru),Bauru,Rua Rubens Arruda S/N,Centro,AME,6359620,
Contrato de Gestão 2019,-,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório Médico de Especialidades Caraguatatuba (AME Caraguatatuba),Caraguatatuba,"Av. Acre, 1081",Indaia,AME,6233848,46.543.781/0012-14
Termo Aditivo 01/2019,1,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório Médico de Especialidades Caraguatatuba (AME Caraguatatuba),Caraguatatuba,"Av. Acre, 1081",Indaia,AME,6233848,46.543.781/0012-14
Termo Aditivo 02/2019,2,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório Médico de Especialidades Caraguatatuba (AME Caraguatatuba),Caraguatatuba,"Av. Acre, 1081",Indaia,AME,6233848,46.543.781/0012-14
Termo Aditivo 03/2019,3,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório Médico de Especialidades Caraguatatuba (AME Caraguatatuba),Caraguatatuba,"Av. Acre, 1081",Indaia,AME,6233848,46.543.781/0012-14
Contrato de Gestão 2019,-,2019,Visualizar,Associação da Irmandade da Santa Casa de Misericórdia de Pacaembu,Ambulatório Médico de Especialidades Carapicuíba(AME Carapicuiba),Carapicuiba,"Av. Presidente Tancredo de Almeida Neves, 1304",COHAB V,AME,6199879,60.598.448/0006-95
Contrato de Gestão 2019,-,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades Carapicuíba(AME Carapicuiba),Carapicuiba,"Av. Presidente Tancredo de Almeida Neves, 1304",COHAB V,AME,6199879,60.598.448/0006-95
Termo Aditivo 01/2019,1,2019,Visualizar,Cruzada Bandeirante São Camilo Assistência Médico Social,Ambulatório Médico de Especialidades Carapicuíba(AME Carapicuiba),Carapicuiba,"Av. Presidente Tancredo de Almeida Neves, 1304",COHAB V,AME,6199879,60.598.448/0006-95
Contrato de Gestão 2019,-,2019,Visualizar,Fundação Santa Casa de Misericórdia de Franca,Ambulatório Médico de Especialidades Casa Branca(AME Casa Branca),Casa Branca,"Rua Pedro de Toledo, 48",Centro,AME,6568459,
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação Santa Casa de Misericórdia de Franca,Ambulatório Médico de Especialidades Casa Branca(AME Casa Branca),Casa Branca,"Rua Pedro de Toledo, 48",Centro,AME,6568459,
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação Santa Casa de Misericórdia de Franca,Ambulatório Médico de Especialidades Casa Branca(AME Casa Branca),Casa Branca,"Rua Pedro de Toledo, 48",Centro,AME,6568459,
Termo Aditivo 03/2019,3,2019,Visualizar,Fundação Santa Casa de Misericórdia de Franca,Ambulatório Médico de Especialidades Casa Branca(AME Casa Branca),Casa Branca,"Rua Pedro de Toledo, 48",Centro,AME,6568459,
Termo Aditivo 01/2019,1,2019,Visualizar,Santa Casa de Misericórdia de Ituverava,Ambulatório Médico de Especialidades Comendador Takayuki Maeda(AME Ituverava),Ituverava,Rua Euclides Barbosa Lima,Centro,AME,7033702,50.304.377/0002-93
Termo Aditivo 02/2019,2,2019,Visualizar,Santa Casa de Misericórdia de Ituverava,Ambulatório Médico de Especialidades Comendador Takayuki Maeda(AME Ituverava),Ituverava,Rua Euclides Barbosa Lima,Centro,AME,7033702,50.304.377/0002-93
Termo Aditivo 03/2019,3,2019,Visualizar,Santa Casa de Misericórdia de Ituverava,Ambulatório Médico de Especialidades Comendador Takayuki Maeda(AME Ituverava),Ituverava,Rua Euclides Barbosa Lima,Centro,AME,7033702,50.304.377/0002-93
Termo Aditivo 04/2019,4,2019,Visualizar,Santa Casa de Misericórdia de Ituverava,Ambulatório Médico de Especialidades Comendador Takayuki Maeda(AME Ituverava),Ituverava,Rua Euclides Barbosa Lima,Centro,AME,7033702,50.304.377/0002-93
Termo Aditivo 01/2019,1,2019,Visualizar,Santa Casa de Misericórdia de Assis,Ambulatório Médico de Especialidades de Assis(AME Assis),Assis,"Rua Elias Machado de Pádua, 540",Vl. Rodrigues,AME,7209517,46.374.500/0233-05
Termo Aditivo 02/2019,2,2019,Visualizar,Santa Casa de Misericórdia de Assis,Ambulatório Médico de Especialidades de Assis(AME Assis),Assis,"Rua Elias Machado de Pádua, 540",Vl. Rodrigues,AME,7209517,46.374.500/0233-05
Termo Aditivo 03/2019,3,2019,Visualizar,Santa Casa de Misericórdia de Assis,Ambulatório Médico de Especialidades de Assis(AME Assis),Assis,"Rua Elias Machado de Pádua, 540",Vl. Rodrigues,AME,7209517,46.374.500/0233-05
Termo Aditivo 01/2019,1,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades de Botucatu(AME Botucatu),Botucatu,"Rodovia Marechal Rondon, km 253,6",Distrito Industrial,AME,9503196,
Termo Aditivo 02/2019,2,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades de Botucatu(AME Botucatu),Botucatu,"Rodovia Marechal Rondon, km 253,6",Distrito Industrial,AME,9503196,
Termo Aditivo 03/2019,3,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades de Botucatu(AME Botucatu),Botucatu,"Rodovia Marechal Rondon, km 253,6",Distrito Industrial,AME,9503196,
Termo Aditivo 04/2019,4,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades de Botucatu(AME Botucatu),Botucatu,"Rodovia Marechal Rondon, km 253,6",Distrito Industrial,AME,9503196,
Termo Aditivo 05/2019,5,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades de Botucatu(AME Botucatu),Botucatu,"Rodovia Marechal Rondon, km 253,6",Distrito Industrial,AME,9503196,
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação Padre Albino,Ambulatório Médico de Especialidades de Catanduva (AME Catanduva),Catanduva,"Rua Cascata , lado Impar s/no",Centro,AME,7049730,47.074.851/0015-48
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação Padre Albino,Ambulatório Médico de Especialidades de Catanduva (AME Catanduva),Catanduva,"Rua Cascata , lado Impar s/no",Centro,AME,7049730,47.074.851/0015-48
Termo Aditivo 01/2019,1,2019,Visualizar,Fundação PIO XII,Ambulatório Médico de Especialidades de Cirurgia Ambulatorial Barretos(AME Cirúrgico Barretos),Barretos,"Via Pedro Vicentine, 150",America,AME,6289304,49.150.352/0009-70
Termo Aditivo 02/2019,2,2019,Visualizar,Fundação PIO XII,Ambulatório Médico de Especialidades de Cirurgia Ambulatorial Barretos(AME Cirúrgico Barretos),Barretos,"Via Pedro Vicentine, 150",America,AME,6289304,49.150.352/0009-70
Termo Aditivo 03/2019,3,2019,Visualizar,Fundação PIO XII,Ambulatório Médico de Especialidades de Cirurgia Ambulatorial Barretos(AME Cirúrgico Barretos),Barretos,"Via Pedro Vicentine, 150",America,AME,6289304,49.150.352/0009-70
Termo Aditivo 01/2019,1,2019,Visualizar,Santa Casa de Andradina                                ,Ambulatório Médico de Especialidades de Fernandópolis (AME Fernandópolis),Fernandopolis,"Rua Milton Terra Verde, 451",Jd Santa Helena,AME,6959636,47.844.287/0002-80
Termo Aditivo 01/2019,1,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório Médico de Especialidades de Lorena(AME Lorena),Lorena,"Rua Dom Bosco, 562",Centro,AME,9030557,
Termo Aditivo 02/2019,2,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório Médico de Especialidades de Lorena(AME Lorena),Lorena,"Rua Dom Bosco, 562",Centro,AME,9030557,
Termo Aditivo 03/2019,3,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório Médico de Especialidades de Lorena(AME Lorena),Lorena,"Rua Dom Bosco, 562",Centro,AME,9030557,
Termo Aditivo 04/2019,4,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório Médico de Especialidades de Lorena(AME Lorena),Lorena,"Rua Dom Bosco, 562",Centro,AME,9030557,
Termo Aditivo 05/2019,5,2019,Visualizar,Serviço Social da Construção Civil do Estado de São Paulo - SECONCI,Ambulatório Médico de Especialidades de Lorena(AME Lorena),Lorena,"Rua Dom Bosco, 562",Centro,AME,9030557,
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades de Maria Zélia(AME Maria Zélia),São Paulo,"Rua Jequitinhonha, 360",Belenzinho,AME,2091542,61.699.567/0010-83
Termo Aditivo 02/2019,2,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades de Maria Zélia(AME Maria Zélia),São Paulo,"Rua Jequitinhonha, 360",Belenzinho,AME,2091542,61.699.567/0010-83
Termo Aditivo 03/2019,3,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades de Maria Zélia(AME Maria Zélia),São Paulo,"Rua Jequitinhonha, 360",Belenzinho,AME,2091542,61.699.567/0010-83
Termo Aditivo 04/2019,4,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades de Maria Zélia(AME Maria Zélia),São Paulo,"Rua Jequitinhonha, 360",Belenzinho,AME,2091542,61.699.567/0010-83
Termo Aditivo 05/2019,5,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades de Maria Zélia(AME Maria Zélia),São Paulo,"Rua Jequitinhonha, 360",Belenzinho,AME,2091542,61.699.567/0010-83
Termo Aditivo 06/2019,6,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades de Maria Zélia(AME Maria Zélia),São Paulo,"Rua Jequitinhonha, 360",Belenzinho,AME,2091542,61.699.567/0010-83
Termo Aditivo 01/2019,1,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades de Mogi das Cruzes (AME Mogi das Cruzes),Mogi das Cruzes,"Rua Engenheiro Eugênio Motta, 313",Jd. Santista,AME,7021801,61.699.567/0037-01
Termo Aditivo 02/2019,2,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades de Mogi das Cruzes (AME Mogi das Cruzes),Mogi das Cruzes,"Rua Engenheiro Eugênio Motta, 313",Jd. Santista,AME,7021801,61.699.567/0037-01
Termo Aditivo 03/2019,3,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades de Mogi das Cruzes (AME Mogi das Cruzes),Mogi das Cruzes,"Rua Engenheiro Eugênio Motta, 313",Jd. Santista,AME,7021801,61.699.567/0037-01
Termo Aditivo 04/2019,4,2019,Visualizar,Associação Paulista para o Desenvolvimento da Medicina - SPDM,Ambulatório Médico de Especialidades de Mogi das Cruzes (AME Mogi das Cruzes),Mogi das Cruzes,"Rua Engenheiro Eugênio Motta, 313",Jd. Santista,AME,7021801,61.699.567/0037-01
Termo Aditivo 01/2019,1,2019,Visualizar,Santa Casa de Misericórdia de Assis,Ambulatório Médico de Especialidades de Ourinhos(AME Ourinhos),Ourinhos,"Av. Vitalina Marcusso, 1550",Jardim das Paineiras,AME,7188676,46.230.439/0012-64
Termo Aditivo 02/2019,2,2019,Visualizar,Santa Casa de Misericórdia de Assis,Ambulatório Médico de Especialidades de Ourinhos(AME Ourinhos),Ourinhos,"Av. Vitalina Marcusso, 1550",Jardim das Paineiras,AME,7188676,46.230.439/0012-64
Termo Aditivo 03/2019,3,2019,Visualizar,Santa Casa de Misericórdia de Assis,Ambulatório Médico de Especialidades de Ourinhos(AME Ourinhos),Ourinhos,"Av. Vitalina Marcusso, 1550",Jardim das Paineiras,AME,7188676,46.230.439/0012-64
